ID,Group,Feature_1,Feature_2,Feature_3
ID093,C,2239.5231218934637,393.2524335493268,-1846.270688344137
ID094,C,2904.4304737353027,415.5718659512407,-2488.858607784062
ID095,A,2372.2069283746014,423.59774133919996,4998.632078427804
ID096,C,2549.2468301353283,419.2433776079116,-2130.003452527417
ID097,B,2516.382910692317,404.2145599135947,5032.765821384634
ID098,C,2800.518125425951,386.6194590575644,-2413.8986663683863
ID099,C,2733.6675428322246,407.7634674843831,-2325.9040753478416
ID100,A,2347.0946989357208,399.88221910186803,5041.873001297822
ID101,A,3103.815932462475,375.41790692855733,7434.358262744637
ID102,A,2294.7685621967735,421.0184034113811,4779.213669533415
ID103,B,2445.5113955329416,426.3780887242817,4891.022791065883
ID104,A,2386.6831249941765,409.4339825953409,5112.879462005824
ID105,A,2380.393681678975,393.643357125793,5172.96425940796
ID106,B,2091.8506355633417,411.8460997362056,4183.701271126683
ID107,C,2665.9835146313094,414.0635144960315,-2251.920000135278
ID108,C,2470.72825405971,366.20058584838796,-2104.5276682113217
ID109,B,2626.136855002457,373.40622201855547,5252.273710004914
ID110,B,2467.7466623912396,386.55354074108163,4935.493324782479
ID111,C,2509.705582225798,410.1589439523554,-2099.5466382734426
ID112,A,3322.5306363850264,400.5475511474233,7964.854153417962
ID113,C,2253.0056950987964,401.30652607646516,-1851.6991690223313
ID114,B,2340.594241249586,399.3000680638318,4681.188482499172
ID115,A,1865.4540315023514,413.9085634955123,3526.8192770294927
ID116,C,2287.1899645250496,407.2342665326974,-1879.9556979923523
ID117,B,3338.4534025666476,386.9930432581156,6676.906805133295
ID118,B,2956.353700349204,407.40762022318427,5912.707400698408
ID119,C,2699.5342588370104,397.66848795809653,-2301.8657708789137
ID120,B,2341.905730017075,420.9592897512807,4683.81146003415
ID121,C,2661.271328128869,422.6058189926475,-2238.6655091362213
ID122,B,3052.350664114201,382.30836388322274,6104.701328228402
ID123,A,2193.6660193356884,406.64757012197816,4547.760207397174
ID124,B,2713.924279669341,420.9351366539321,5427.848559338682
ID125,B,2800.5135816215843,392.05512375851725,5601.027163243169
ID126,C,2972.0991901840334,411.8103699291994,-2560.288820254834
ID127,B,2262.22180208356,403.7326716028973,4524.44360416712
ID128,A,2648.875030594621,411.148587728576,5890.882153140983
ID129,A,3038.8196987950687,419.01619683126773,7021.378112228867
ID130,B,2139.150802222857,419.5359323754383,4278.301604445714
ID131,B,2500.9128043026785,395.9176941227725,5001.825608605357
ID132,A,2153.9686318505364,399.22702300909145,4465.770780506152
ID133,C,2406.452751061873,392.9838953351299,-2013.4688557267432
ID134,C,2657.962913615379,384.3877563409362,-2273.575157274443
ID135,C,2499.6895446638227,406.3962794048154,-2093.2932652590075
ID136,B,2287.9108647942026,404.69417894905183,4575.821729588405
ID137,A,2593.681344476397,383.2646675035099,5864.720695911641
ID138,C,2960.792237178528,418.51445019037277,-2542.277786988155
ID139,C,2404.535846561611,371.60358940626446,-2032.9322571553464
ID140,A,2187.3246385860384,375.07591850683247,4686.594323223953
ID141,A,2559.7034918134523,399.91784848017784,5679.521233039468
ID142,B,1970.5226690188933,416.53309162651635,3941.0453380377867
ID143,B,2355.880077345398,415.20244138621,4711.760154690796
ID144,A,2670.8527657581562,434.03198629985434,5842.398365775197
ID145,A,2126.711121523624,402.1948867268264,4369.158930936741
ID146,C,2370.2609349932877,407.62586140621823,-1962.6350735870694
ID147,A,2870.101093478538,397.04931100499334,6625.056725410648
ID148,B,2401.3679765803463,343.81966184003335,4802.735953160693
ID149,B,2996.4648252912193,377.1983008036293,5992.929650582439
ID150,B,2618.0261704043883,394.79741108492595,5236.0523408087765
ID151,C,2006.9599903262892,389.54622756247085,-1617.4137627638183
ID152,C,2216.751417114353,419.6099608821642,-1797.1414562321888
ID153,A,2705.104571729837,389.74538962270924,6166.586767075965
ID154,A,2774.0406793370985,416.4698185124485,6239.772945449053
ID155,A,2584.330099768478,394.35158723671907,5781.232363121838
ID156,C,2797.9613488972345,417.82205588582536,-2380.1392930114093
ID157,C,2546.3025416354635,426.9013825722536,-2119.40115906321
ID158,C,1942.7206008355386,419.46850448546485,-1523.2520963500738
ID159,A,2686.2632103621963,412.26590392037576,5997.46011148471
ID160,B,2528.399317891776,394.98556093073614,5056.798635783552
ID161,B,2704.719712388542,376.5238466321823,5409.439424777084
ID162,A,2474.4714987381535,421.34727503996874,5316.678121014616
ID163,B,2752.1253840447357,412.6117592459262,5504.250768089471
ID164,B,2543.9688701651753,377.8278006988868,5087.937740330351
ID165,B,2342.479247740699,412.65254345208854,4684.958495481398
ID166,C,2459.660270979704,394.9203051983281,-2064.7399657813758
ID167,C,2630.356654190839,413.47889305132566,-2216.8777611395135
ID168,C,2690.0858736931596,404.5112924893106,-2285.574581203849
ID169,B,3170.9827504823593,378.23584106620194,6341.965500964719
ID170,C,2795.9197584323792,407.31472199747606,-2388.605036434903
ID171,C,2207.139787588862,408.2925148474641,-1798.8472727413978
ID172,A,2460.8031610317184,409.7794795427738,5333.512085381286
ID173,C,2563.1011107170543,373.8020472296261,-2189.299063487428
ID174,C,2556.674549286138,412.53994831754454,-2144.134600968593
ID175,C,2399.2721347341,392.32475970098506,-2006.947375033115
ID176,B,1998.1598755324205,397.5672575213034,3996.319751064841
ID177,C,2097.019809912028,417.46082375797226,-1679.5589861540557
ID178,C,2972.4294062745757,389.90312350445186,-2582.526282770124
ID179,C,2705.4795015688383,421.8886262785528,-2283.5908752902856
ID180,A,2399.534187007397,435.6553065877129,5020.326028083627
ID181,A,2800.2920114887906,385.7348851650383,6472.20160864118
ID182,A,2582.3743962166104,396.0067187577401,5767.089594861131
ID183,C,2550.5550481076375,390.8551492676296,-2159.699898840008
ID184,A,2320.2573483403994,395.96745241009114,4980.934782970742
ID185,A,2610.56577173703,402.9338803158155,5817.027913632012
ID186,C,2850.5619357816404,412.8968488864584,-2437.665086895182
ID187,A,2872.0324922915265,396.0519054871952,6635.8379494386045
ID188,C,2833.571483798921,417.1202565986361,-2416.451227200285
ID189,B,2660.573641326544,398.4709494014055,5321.147282653088
ID190,A,2204.836034981656,398.8500988240504,4620.257610824718
ID191,C,2328.1756311951003,401.8125573321091,-1926.3630738629913
ID192,C,2685.5118814869247,416.14910025421545,-2269.3627812327095
ID193,A,2966.015262292629,406.51300245369004,6865.480774609437
ID194,A,2532.107049745316,400.8464822486251,5592.088737992823
ID195,C,2583.456628221426,394.31665237416865,-2189.139975847257
ID196,A,2501.003937522379,400.7174585610852,5499.424519761712
ID197,A,1684.0999789920295,405.1243896424575,3026.6779887638004
ID198,B,2010.9119745266821,423.5187955658537,4021.8239490533642
ID199,A,2846.7940026727583,399.28570779116774,6543.953469062435
ID200,B,2674.4152290262427,387.67262793683284,5348.8304580524855
ID201,C,2094.7206318418766,397.3100540232776,-1697.410577818599
ID202,B,2621.1241909221435,397.499870531608,5242.248381844287
ID203,B,1960.064683577541,404.9982899440306,3920.129367155082
ID204,C,2179.818629187686,391.83077586354534,-1787.9878533241406
ID205,B,2516.234708957201,390.19547784553976,5032.469417914402
ID206,A,2658.2426235846674,365.3346106723038,6148.0548173924835
ID207,B,2329.2163032847343,424.18405249494606,4658.432606569469
ID208,B,2340.6947594081053,387.900782828693,4681.3895188162105
ID209,C,2729.410837714416,408.36826447602834,-2321.042573238388
ID210,B,2636.540298855085,408.7030156368491,5273.08059771017
ID211,C,2143.5606089447833,381.9127501410513,-1761.647858803732
ID212,B,2947.7065161628066,400.39873269561144,5895.413032325613
ID213,B,2583.7438386094977,407.54075067826,5167.4876772189955
ID214,B,2231.4099240455957,423.14833664394314,4462.8198480911915
ID215,B,2326.8864142453085,413.31430817103416,4653.772828490617
ID216,B,2305.345083485314,369.34713322556183,4610.690166970628
ID217,A,2826.6520298471337,387.8626376644966,6540.642901218918
ID218,C,2213.6939890192366,393.46473938349595,-1820.2292496357406
ID219,B,2666.6228879510654,432.77215308081713,5333.245775902131
ID220,A,2497.3364877456916,383.8237173126688,5572.89087667373
ID221,A,2145.0180159738998,433.1989373538783,4269.059361152308
ID222,A,2679.168395333087,406.7079078099259,6003.965646949632
ID223,A,2228.540223389729,398.5082965827768,4693.079187255302
ID224,C,2073.6133970434603,391.3901200290915,-1682.2232770143687
ID225,A,2482.0309249293446,425.9175092506514,5316.505228534777
ID226,A,2465.848330393536,394.7256023931846,5423.916979214685
ID227,B,3019.5276457767527,409.20762466296753,6039.055291553505
ID228,B,2075.2534247247077,397.1376307138229,4150.506849449415
ID229,C,2328.3012081082206,385.2938370634474,-1943.0073710447732
ID230,B,2811.707069984458,374.0265301309719,5623.414139968916
ID231,A,3192.017670571549,402.7533194029129,7562.286414700082
ID232,A,2634.536378162858,394.2270203145155,5932.474032915996
ID233,A,2591.326407602998,381.90479097277233,5864.455267945133
ID234,A,2692.4047518555876,371.19458347424916,6221.2413381955175
ID235,A,2338.8798012230864,400.3068889255287,5015.104959041615
ID236,A,2272.2939432207436,379.74926583833565,4918.135500470552
ID237,A,3032.2605985167515,406.1659143036265,7065.952224032122
ID238,A,2405.884504168867,423.89175160873873,5098.1947544629065
ID239,B,2994.168234253889,428.63700055808783,5988.336468507778
ID240,C,2645.0830657620368,426.32820934557384,-2218.754856416463
ID241,C,2288.1405661527247,395.9227823803019,-1892.2177837724228
ID242,C,2141.245709873889,419.35011475722655,-1721.8955951166627
ID243,A,2113.614736508098,396.5164132948521,4358.262143050033
ID244,B,2135.5089037003113,406.4302441013465,4271.017807400623
ID245,A,2399.1278448266235,389.15441721859133,5251.611448386913
ID246,C,2842.1883933993195,405.8601509103235,-2436.328242488996
ID247,B,2215.0798116811065,424.8952287126879,4430.159623362213
ID248,C,2354.0655110713533,413.1088161939429,-1940.9566948774104
ID249,B,2338.5882201779373,382.29682135951725,4677.176440355875
ID250,C,3008.6658740939793,396.8667307644523,-2611.799143329527
ID251,A,2243.236110440959,391.7549364257625,4770.933649194063
ID252,C,2576.9425226445055,381.2068006565508,-2195.7357219879545
ID253,C,2087.7776236863137,380.8485875981141,-1706.9290360881996
ID254,C,2622.119253597617,428.21734518651533,-2193.9019084111014
ID255,A,3000.659724645559,416.62340138598665,6918.862167006744
ID256,A,2773.6629846589194,373.720092557988,6452.388491186817
ID257,B,2605.4060575512,385.3915173194471,5210.8121151024
ID258,B,2704.040098460466,413.6309740810805,5408.080196920932
ID259,B,2442.415072083897,392.36160745742836,4884.830144167794
ID260,A,2657.2813308507693,384.64899944159936,6048.598995344311
ID261,B,2930.3740019205807,393.8159004831787,5860.748003841161
ID262,C,2781.426672988298,383.9044219810073,-2397.522251007291
ID263,C,2703.5161215099183,390.9788407512181,-2312.5372807587
ID264,B,2321.452718052737,403.33267465215533,4642.905436105474
ID265,C,2317.7933713168604,414.2404390361313,-1903.5529322807292
ID266,B,2263.7363433338887,410.56279296578214,4527.472686667777
ID267,C,2838.1550017356476,379.61554598443274,-2458.539455751215
ID268,A,2304.706043037688,417.2271180922481,4827.982538651822
ID269,B,3090.638480214919,397.5719097681758,6181.276960429838
ID270,C,2896.233228969515,390.5886112133072,-2505.644617756208
ID271,C,2597.4834197639066,409.2641771324192,-2188.2192426314873
ID272,A,2533.4540453249633,378.26457282107924,5709.039271869495
ID273,A,2577.978001073149,415.16635400195327,5658.10223320968
ID274,C,2061.7615751177514,391.0029780291324,-1670.758597088619
ID275,B,2289.521897346146,412.9416304000081,4579.043794692292
ID276,B,2321.7945564623865,424.92749207566595,4643.589112924773
ID277,C,2379.9645339752647,387.23967432416015,-1992.7248596511045
ID278,C,2202.395291474637,403.1174555387452,-1799.2778359358917
ID279,C,2165.1199580702905,398.0921855275258,-1767.0277725427648
ID280,A,2081.259270302071,404.19214932402383,4222.817064286093
ID281,C,2189.8483188657983,410.78093962680106,-1779.0673792389973
ID282,C,2381.029681338592,392.0265818526649,-1989.0030994859271
ID283,B,2740.4338155052515,386.7962886290119,5480.867631010503
ID284,C,2518.9776612348037,394.34691716769834,-2124.6307440671053
ID285,C,2694.4663139576883,382.63477532629406,-2311.8315386313943
ID286,A,2347.5355232375805,398.11551341970045,5052.029002614239
ID287,A,2411.798221916983,378.96646873521235,5340.562322074888
ID288,B,2627.9535917086782,436.37000584039765,5255.9071834173565
ID289,A,2822.330261942956,370.6593640407531,6613.6939656251025
ID290,B,2580.0967171323655,386.5399140258939,5160.193434264731
ID291,C,2527.5185006627416,414.8442265923552,-2112.6742740703867
ID292,B,2522.228336477066,416.4468413282164,5044.456672954132
ID293,B,2319.794547875041,406.81477956907435,4639.589095750082
ID294,B,2886.3877779883223,384.725799976785,5772.775555976645
ID295,B,2197.4731924381585,433.573554125981,4394.946384876317
ID296,A,2979.6517427475187,406.09380350301126,6908.486210727499
ID297,C,2760.1067013977354,419.4393974711137,-2340.6673039266216
ID298,B,2786.890703876569,407.0350317771069,5573.781407753138
ID299,B,2459.977894134599,367.0701177187853,4919.955788269198
ID300,A,2699.436095314356,381.6741257389417,6189.93765724836
ID301,A,2018.6687768718912,414.45120329705355,3983.750314130406
ID302,C,2094.189322483307,401.61012072629165,-1692.5792017570154
ID303,A,2334.5480495594998,381.16802235246394,5097.804036916179
ID304,C,2144.013249390179,391.9789095796892,-1752.03433981049
ID305,A,2342.8583125566142,414.3925906359234,4956.611984490225
ID306,C,2270.9632314800197,387.8919883490732,-1883.0712431309464
ID307,A,2316.653089894005,399.9196850873074,4950.360844245477
ID308,C,2603.532586924841,402.62863486070387,-2200.9039520641372
ID309,C,2240.025914179332,427.60361423296047,-1812.4222999463718
ID310,A,2331.202829504906,372.66650281836525,5130.2759744228915
ID311,B,2322.9928835631717,394.37904507652735,4645.9857671263435
ID312,C,2788.756521939133,426.48460648940767,-2362.2719154497254
ID313,C,2475.035966374934,396.7808254559748,-2078.255140918959
ID314,A,2412.397349925269,395.36026785566736,5260.39071049747
ID315,A,2458.982093036391,405.38686024615083,5350.011977878417
ID316,B,2060.768658296518,411.8083333868726,4121.537316593036
ID317,C,2423.0592745442223,395.50422030358317,-2027.555054240639
ID318,A,2761.0409175475393,392.4708966231637,6320.768269526799
ID319,A,2575.716821823984,403.58151724294646,5709.242879257219
ID320,B,2212.0948011530522,402.82283578434965,4424.1896023061045
ID321,A,1800.3476212021953,383.22508900269406,3484.917418593116
ID322,A,2291.5244733166764,405.7932974413285,4845.606932743387
ID323,B,2399.0128504406985,403.36183936825944,4798.025700881397
ID324,A,2656.698694379557,379.6122433281641,6072.03486649785
ID325,C,2619.5827374306778,416.4083521772955,-2203.1743852533823
ID326,A,2164.5124140646044,381.18521976220217,4587.611143382803
ID327,C,2580.316959199358,356.1233084408112,-2224.1936507585465
ID328,B,3163.8118014441216,409.8186640454004,6327.623602888243
ID329,A,2300.603734013822,418.40867563105934,4809.767823886169
ID330,A,2930.3517959895203,406.0175526986899,6760.967624475112
ID331,C,2194.81717572779,393.86805642236,-1800.94911930543
ID332,A,2705.7018945425148,432.2885794478999,5955.662786388044
ID333,C,2131.5433153949393,370.42088929537374,-1761.1224260995655
ID334,A,2499.0065016626268,391.25783822892345,5540.7303138432635
ID335,A,2265.5736813912144,389.75449706828806,4847.948558832203
ID336,C,3002.5201496795776,396.7872256367636,-2605.732924042814
ID337,B,2212.8170424280906,389.9438989008265,4425.634084856181
ID338,B,3255.501863011727,401.44466795956146,6511.003726023454
ID339,A,2314.6986823515704,387.07149465259863,5008.7385737917175
ID340,B,2533.848678298516,416.8015386966156,5067.697356597032
ID341,B,2456.2033361317194,421.32159235334876,4912.406672263439
ID342,A,2135.3066553442,398.8080333831348,4411.879799116925
ID343,A,2694.6093027164893,408.986734943869,6038.894233430123
ID344,B,2931.966202438131,391.2860636933228,5863.932404876262
ID345,A,2190.775351285714,424.5407876200662,4449.622115756811
ID346,A,2792.6989096691127,427.1912487927058,6242.14048504381
ID347,A,2244.800294389668,388.5791522894916,4791.505121721546
ID348,B,1924.5788371957167,391.4780822199068,3849.1576743914334
ID349,A,2456.381723588401,405.91710059487025,5339.5596677908525
ID350,B,2605.0410343942485,416.0459365138802,5210.082068788497
ID351,A,2653.6447671304227,414.2918518275442,5889.475042253547
ID352,C,2444.0039683680093,391.9378980232343,-2052.0660703447747
ID353,A,3167.2789736007967,419.8148854144734,7402.762493730023
ID354,C,2519.23941872344,402.3001237196266,-2116.939295003813
ID355,B,2777.974119777582,368.7365413604477,5555.948239555164
ID356,B,2308.6791043833414,402.66236739333453,4617.358208766683
ID357,B,2477.3461645202183,401.7886029732337,4954.692329040437
ID358,A,2671.060395893646,411.22300158383916,5957.066179761741
ID359,C,2601.8331606033244,407.3161732539135,-2194.516987349411
ID360,A,1970.7441390996169,375.16197294316845,4036.422552583008
ID361,B,2665.650687776227,432.0332018508309,5331.301375552454
ID362,A,3084.4243048157537,389.16492603326043,7307.448284280959
ID363,A,2327.5709211352546,415.8873195101443,4903.276165855042
ID364,B,2412.154434437803,418.4867870213177,4824.308868875606
ID365,B,2493.3033655773734,402.6378381205143,4986.606731154747
ID366,B,2409.452717085366,391.7483567584303,4818.905434170732
ID367,C,2528.0374699903427,418.512898184255,-2109.524571806088
ID368,B,2664.392195000231,396.4655660142913,5328.784390000462
ID369,B,2680.0934734914895,416.98463915996433,5360.186946982979
ID370,B,1946.5198709720687,396.5768339106841,3893.0397419441374
ID371,C,2854.7119539757155,378.8749177265144,-2475.837036249201
ID372,A,2993.1869586134494,399.90627257121935,6980.0295129842525
ID373,A,2392.3843191291417,391.6246203105119,5219.029855834866
ID374,A,2496.914684510468,393.1248389444437,5525.119858809185
ID375,C,2516.68634545797,370.82999421109366,-2145.8563512468763
ID376,C,2486.8125215770083,425.0625309629165,-2061.749990614092
ID377,B,1967.2896066312774,371.2570026616201,3934.5792132625547
ID378,B,2386.063495974262,401.92241383922203,4772.126991948524
ID379,A,2854.4834442198357,387.6434314237455,6625.23317554078
ID380,A,3186.6201033572006,412.2653915162089,7498.533352490558
ID381,C,2126.912808502615,405.7182868324144,-1721.1945216702006
ID382,C,2605.098051174044,402.52222590155094,-2202.575825272493
ID383,C,2176.663302329562,396.68484541252315,-1779.978456917039
ID384,B,2447.0231459593565,379.6839548893701,4894.046291918713
ID385,C,2185.919702004717,409.6600975995238,-1776.259604405193
ID386,C,2018.5892538127423,396.9798653170403,-1621.609388495702
ID387,A,2160.7156641613146,415.2857665927045,4405.718159520422
ID388,C,2154.8610757182573,403.1799120259526,-1751.6811636923048
ID389,A,2627.3828268061698,394.4318368190092,5909.989296323463
ID390,C,2428.556970067513,412.6897394196224,-2015.8672306478904
ID391,B,2046.3703562308544,395.14984961490126,4092.740712461709
ID392,B,2052.726745231424,397.92326120967095,4105.453490462848
ID393,C,2146.8646896867367,410.8262799445804,-1736.0384097421563
ID394,B,2567.9773393139267,407.5248117280338,5135.954678627853
ID395,B,2355.4183501416087,416.2978089975977,4710.836700283217
ID396,B,2604.822001867125,397.70826267498353,5209.64400373425
ID397,B,2419.9062443868715,420.1741559383266,4839.812488773743
ID398,A,2359.0491407959,393.9391288636041,5107.451778069679
ID399,B,2103.4197040797953,397.92210438386917,4206.839408159591
ID400,B,2866.33522474383,392.8340308461027,5732.67044948766
ID401,C,2304.6724400830894,388.06409406048647,-1916.608346022603
ID402,A,2248.6855157490622,400.1040771760194,4745.536161367089
ID403,A,2744.3706653171107,397.4174336885912,6246.024827508377
ID404,B,2307.2960412042244,393.46403762392015,4614.592082408449
ID405,A,2599.494291770003,379.3198336762273,5901.883706928874
ID406,B,2763.569194372716,395.65184961970766,5527.138388745432
ID407,B,2174.7660365893257,403.58526537554945,4349.532073178651
ID408,B,2636.5499434205094,424.14168380114694,5273.099886841019
ID409,A,1804.1666795604795,395.7418583223151,3433.7907470698624
ID410,A,2738.336180541527,380.1435296355234,6314.290893446965
ID411,A,2674.1624860304996,405.14776125562645,5996.748651813366
ID412,B,2606.657851613286,431.41388569552765,5213.315703226572
ID413,C,2283.447483117517,401.68477087776967,-1881.7627122397475
ID414,C,2243.5896900671505,395.98042474054466,-1847.609265326606
ID415,C,2395.4834659717494,411.7553081587598,-1983.7281578129896
ID416,C,3256.6245084125476,406.1343067349208,-2850.490201677627
ID417,A,2071.9521296764888,398.23615220634036,4224.675627997764
ID418,C,2289.464591139039,404.2435245059348,-1885.221066633104
ID419,C,2745.6174765754936,398.4371912751783,-2347.1802853003155
ID420,B,2375.5519364117677,393.2361358863497,4751.103872823535
ID421,C,2443.174393702217,405.9434411325758,-2037.2309525696412
ID422,B,2920.5271888984976,429.77954461768246,5841.054377796995
ID423,C,2369.0215074851135,388.92929719265913,-1980.0922102924544
ID424,C,2603.5397291507957,378.53621816081306,-2225.0035109899827
ID425,A,2269.662890606569,406.9708195280319,4774.134574179548
ID426,C,2543.3537409727605,431.11518202069846,-2112.2385589520622
ID427,A,2273.7272877202868,415.68965947226303,4742.7335657995445
ID428,B,3106.0712001729576,420.95276068194266,6212.142400345915
ID429,A,2400.7049002735575,380.99155237600877,5297.156938940629
ID430,B,1912.2588377305594,422.6126638758471,3824.517675461119
ID431,B,2365.2500766490193,369.0383367032979,4730.500153298039
ID432,C,2494.370418741971,405.4252154423242,-2088.945203299647
ID433,B,1959.1236084193595,381.539245383677,3918.247216838719
ID434,C,2503.4166157259347,396.6830847895913,-2106.7335309363434
ID435,C,2759.1279390791483,418.41685060553743,-2340.7110884736107
ID436,A,2346.1965636811037,420.81582938132004,4934.51054413671
ID437,A,3076.155673588026,394.82573812048986,7254.338330161629
ID438,A,3021.5035108335937,406.7036455915014,7030.992304543273
ID439,A,2642.7754543903966,404.09616201737526,5907.845553084313
ID440,C,2438.7012013687217,397.75744857941936,-2040.9437527893024
ID441,C,2192.8475251935133,389.46711888435436,-1803.3804063091588
ID442,B,2406.9066125712143,422.9704469966914,4813.813225142429
ID443,B,2317.2409680212445,396.3138594749905,4634.481936042489
ID444,C,2493.730352046502,413.8689513801093,-2079.861400666393
ID445,A,2488.020899146901,385.0638833807111,5538.743280537146
ID446,C,2874.9757856242218,397.79155985468026,-2477.1842257695416
